CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL,Unnamed: 11
197642,NT96SE 8010,"Compeer: Hudcars Haven, Burnmouth, North Sea",Steamship (19th Century),395000.0,663000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 95 63,http://canmore.org.uk/site/197642,
198248,NT96SE 8011,"Inch Keith: Rock Ends, Burnmouth, North Sea",Steamship (19th Century),395000.0,661000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 95 61,http://canmore.org.uk/site/198248,
198273,NT96SE 8012,"Augusta: Burnmouth, North Sea",Schooner (19th Century),399000.0,661000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 99 61,http://canmore.org.uk/site/198273,
198284,NT96SE 8039,"Flying Star: Eyemouth, North Sea",Lugger (19th Century),398000.0,662400.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 980 624,http://canmore.org.uk/site/198284,
198331,NT87SW 8006,"Maria Gardella: Redheugh, North Sea",Barque (19th Century),382000.0,670000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 82 70,http://canmore.org.uk/site/198331,
198333,NT87SW 8007,"Scholastique: Redheugh, North Sea",Schooner (19th Century),380000.0,670000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 80 70,http://canmore.org.uk/site/198333,
198390,NT86NE 8001,"Victoria: Lumsdaine, Firth Of Forth",Barque (19th Century),388000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 88 69,http://canmore.org.uk/site/198390,
198429,NT96SW 8012,"Prospect: Eyemouth Harbour, North Sea",Sloop (19th Century),394500.0,664500.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 945 645,http://canmore.org.uk/site/198429,
198583,NT96NE 8004,"Ville D'autrain: Eyemouth, North Sea",Sloop (19th Century),,,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT  ,http://canmore.org.uk/site/198583,
198622,NT96SW 8013,"Excelsior: Eyemouth Beach, North Sea",Lugger (19th Century),394400.0,664400.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 944 644,http://canmore.org.uk/site/198622,
198791,NT96NW 8034,"Snowdown: Eyemouth, North Sea",Lugger (19th Century),,,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT  ,http://canmore.org.uk/site/198791,
198792,NU06NW 8020,"Sunshine: St Abbs Head, North Sea",Lugger (19th Century),400000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 00 69,http://canmore.org.uk/site/198792,
198793,NU06NW 8017,"Florida: St Abbs Head, North Sea",Lugger (19th Century),400000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 00 69,http://canmore.org.uk/site/198793,
198794,NU06NW 8018,Lass O' Gowrie: North Sea,Lugger (19th Century),400000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 00 69,http://canmore.org.uk/site/198794,
198796,NU06NW 8019,"Six Brothers: St Abbs Head, North Sea",Lugger (19th Century),400000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 00 69,http://canmore.org.uk/site/198796,
198797,NU06NW 8024,"Alice: St Abbs Head, North Sea",Lugger (19th Century),400000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 00 69,http://canmore.org.uk/site/198797,
198798,NT96NE 8040,"Forget-me-not: Eyemouth, North Sea",Lugger (19th Century),395000.0,665000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 95 65,http://canmore.org.uk/site/198798,
198800,NT96SE 8013,"Janet: Burnmouth, North Sea",Lugger (19th Century),398000.0,660500.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 980 605,http://canmore.org.uk/site/198800,
198847,NT96SE 8014,"James And Robert: Burnmouth, North Sea",Lugger (19th Century),395000.0,661000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 95 61,http://canmore.org.uk/site/198847,
198848,NT96SW 8038,"Radiant: Eyemouth Harbour Entrance, North Sea",Lugger (19th Century),394600.0,664600.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 946 646,http://canmore.org.uk/site/198848,
198849,NT96SE 8015,"Lily Of The Valley: Ross Carrs, Burnmouth, North Sea",Lugger (19th Century),396300.0,661700.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 963 617,http://canmore.org.uk/site/198849,
198850,NT96NE 8039,"New Myrtle: Eyemouth, North Sea",Lugger (19th Century),399000.0,665000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 99 65,http://canmore.org.uk/site/198850,
198851,NT96SW 8037,"Press Home: Eyemouth Harbour Entrance, North Sea",Lugger (19th Century),394600.0,664600.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 946 646,http://canmore.org.uk/site/198851,
198852,NT96SW 8036,"Harmony: Eyemouth Harbour Entrance, North Sea",Lugger (19th Century),394600.0,664600.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 946 646,http://canmore.org.uk/site/198852,
198853,NT96SW 8025,"Pilgrim: North Rocks, Eyemouth, North Sea",Lugger (19th Century),394000.0,664000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 94 64,http://canmore.org.uk/site/198853,
198854,NU06NW 8021,"Mary And Margaret: St Abbs Head, North Sea",Lugger (19th Century),400000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 00 69,http://canmore.org.uk/site/198854,
198855,NU06NW 8014,Industry: North Sea,Lugger (19th Century),400000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 00 69,http://canmore.org.uk/site/198855,
198856,NU06NW 8013,"Beautiful Star: St Abbs Head, North Sea",Lugger (19th Century),400000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 00 69,http://canmore.org.uk/site/198856,
198857,NU06NW 8015,"Fiery Cross: St Abbs Head, North Sea",Lugger (19th Century),400000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 00 69,http://canmore.org.uk/site/198857,
198858,NU06NW 8022,"Margaret And Catherine: St Abbs Head, North Sea",Lugger (19th Century),400000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 00 69,http://canmore.org.uk/site/198858,
198860,NT97SW 8015,"Eliza Blagden: St Abbs Head, North Sea",Schooner (19th Century),,,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT  ,http://canmore.org.uk/site/198860,
198861,NT96SW 8014,"Excelsior: Eyemouth Beach, North Sea",Lugger (19th Century),394400.0,664400.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 944 644,http://canmore.org.uk/site/198861,
198926,NT96SW 8015,"Welfare: Gunsgreen Point, Eyemouth, North Sea",Lugger (19th Century),394600.0,664700.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 946 647,http://canmore.org.uk/site/198926,
198932,NT96SW 8034,"Janet Duncan: Eyemouth, North Sea",Steamship (19th Century),394000.0,664000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 94 64,http://canmore.org.uk/site/198932,
198975,NT87SW 8008,Jane Gray: Outer Forth Estuary,Ketch (19th Century),384000.0,671000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 84 71,http://canmore.org.uk/site/198975,
198980,NT96NW 8042,"Hero: Thornton Bay, St Abbs Head, North Sea",Brig (19th Century),391000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 91 69,http://canmore.org.uk/site/198980,
198999,NT96SW 8016,"Elise: Eyemouth Harbour Entrance, North Sea",Brig (19th Century),394600.0,664600.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 946 646,http://canmore.org.uk/site/198999,
199113,NU08SW 8001,Lady Mulgrave: North Sea,Barge (19th Century),402000.0,684000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 02 84,http://canmore.org.uk/site/199113,
199249,NT96SW 8017,"Challenge: Eyemouth Harbour, North Sea",Lugger (19th Century),394500.0,664500.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 945 645,http://canmore.org.uk/site/199249,
199263,NT96SW 8018,"Enterprise: South Rocks, Eyemouth, North Sea",Lugger (19th Century),394000.0,664000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 94 64,http://canmore.org.uk/site/199263,
199290,NT96SW 8019,"Onward: Eyemouth Harbour Entrance, North Sea",Lugger (19th Century),394600.0,664600.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 946 646,http://canmore.org.uk/site/199290,
199345,NT97NE 8006,"Star: St Abb's Head, North Sea",Schooner (19th Century),398000.0,675400.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 980 754,http://canmore.org.uk/site/199345,
199359,NT96SW 8020,"Graces: Eyemouth Harbour Breakwater, North Sea",Lugger (19th Century),394600.0,664600.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 946 646,http://canmore.org.uk/site/199359,
199387,NU06NE 8003,Onward: North Sea,Lugger (19th Century),405000.0,667000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 05 67,http://canmore.org.uk/site/199387,
199402,NT96NW 8043,"Phoenix: St Abbs Head, North Sea",Brig (19th Century),,,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT  ,http://canmore.org.uk/site/199402,
199407,NT96NW 8044,"Brothers: Buss Craig, Eyemouth Bay, North Sea",Ketch (19th Century),394800.0,665000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 948 650,http://canmore.org.uk/site/199407,
199485,NT97SE 8006,"I: St Abbs Head, North Sea",Barge (19th Century),395900.0,673500.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 959 735,http://canmore.org.uk/site/199485,
199605,NT96NW 8045,"Northumberland: Hurkur Rocks, Eyemouth Bay, North Sea",Steamship (19th Century),394800.0,665000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 948 650,http://canmore.org.uk/site/199605,
199612,NU27SE 8001,Ayton Castle: North Sea,Lugger (19th Century),,,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU  ,http://canmore.org.uk/site/199612,
199649,NU06SW 8008,"Le Glorieux: St Abbs Head, North Sea",Steam Trawler (19th Century),400800.0,662400.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 008 624,http://canmore.org.uk/site/199649,
199759,NT96NW 8046,"Colonist: Souter Rocks, St Abbs Head, North Sea",Barque (19th Century),391000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 91 69,http://canmore.org.uk/site/199759,
199777,NU07NW 8008,"Emblem: Dunbar, Firth Of Forth",Lugger (19th Century),400000.0,678000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 00 78,http://canmore.org.uk/site/199777,
199908,NT96SE 8031,"Evelyn: Berwick, North Sea",Steamship (19th Century),395700.0,662400.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 957 624,http://canmore.org.uk/site/199908,
199916,NT96SW 8021,"Gem: Eyemouth Harbour, North Sea",Lugger (19th Century),394500.0,664500.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 945 645,http://canmore.org.uk/site/199916,
199929,NT96SE 8032,"Messina: St Abbs Head, North Sea",Steamship (19th Century),396970.0,664550.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 9697 6455,http://canmore.org.uk/site/199929,
199981,NT77SE 8009,"Norma: Cockburnspath, North Sea",Barque (20th Century),377000.0,672000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 77 72,http://canmore.org.uk/site/199981,
199983,NT96NW 8047,"Peggy: St Abbs Head, North Sea",Brig (20th Century),391000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 91 69,http://canmore.org.uk/site/199983,
200006,NT88SE 8002,Unknown: Firth Of Forth,Steamship,387530.0,681200.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 8753 8120,http://canmore.org.uk/site/200006,
200011,NT98SW 8002,Unknown: North Sea,Steamship (20th Century),394490.0,680970.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 9449 8097,http://canmore.org.uk/site/200011,
200025,NT87NE 8005,Unknown: North Sea,Steamship (20th Century),386480.0,679130.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 8648 7913,http://canmore.org.uk/site/200025,
200061,NT87SW 8009,"Unknown: Fast Castle, North Sea",Trawler (20th Century)(Possible),383340.0,671720.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 8334 7172,http://canmore.org.uk/site/200061,
200258,NU17SW 8001,Aire: North Sea,Schooner (20th Century),,,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU  ,http://canmore.org.uk/site/200258,
200269,NT96NW 8048,"Rose-in-june: St Abbs Head, North Sea",Smack (20th Century),391400.0,669200.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 914 692,http://canmore.org.uk/site/200269,
200308,NT95NE 8008,Axel: North Sea,Schooner (20th Century),,,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT  ,http://canmore.org.uk/site/200308,
200356,NT96SE 8017,"Beatrice: Eyemouth, North Sea",Schooner (20th Century),395000.0,663000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 95 63,http://canmore.org.uk/site/200356,
200359,NT86NE 8003,"Try Again: St Abbs Head, Firth Of Forth",Dumb Barge (20th Century),388640.0,669580.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 8864 6958,http://canmore.org.uk/site/200359,
200408,NU08NE 8001,Charles Chalmers: North Sea,Brigantine (20th Century),,,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU  ,http://canmore.org.uk/site/200408,
200464,NT97SW 8016,"Lavinia: St Abbs Head, North Sea",Schooner (20th Century),,,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT  ,http://canmore.org.uk/site/200464,
200701,NT96SW 8023,"Glentilt: Eyemouth Harbour Entrance, North Sea",Steam Trawler (20th Century),394600.0,664600.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 946 646,http://canmore.org.uk/site/200701,
200740,NT96SW 8024,"James Ritchie Welch: Eyemouth Harbour Entrance, North Sea",Lugger (20th Century),394600.0,664600.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 946 646,http://canmore.org.uk/site/200740,
201060,NU16NW 8003,Richard's And Emily: North Sea,Schooner (20th Century),,,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU  ,http://canmore.org.uk/site/201060,
201212,NT96NW 8096,"Campania Ii: St Abbs Head, North Sea",Steam Drifter (20th Century),394000.0,667000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 94 67,http://canmore.org.uk/site/201212,
201215,NU65NE 8001,N J Fjord: North Sea,Steamship (20th Century),,,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU  ,http://canmore.org.uk/site/201215,
201626,NT96NE 8008,"St Blicher: St Abbs Head, North Sea",Steamship (20th Century),,,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT  ,http://canmore.org.uk/site/201626,
201691,NT98SE 8006,Commodore: Firth Of Forth,Steam Trawler (20th Century),398000.0,682000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 98 82,http://canmore.org.uk/site/201691,
201708,NT97NE 8002,Choice: North Sea,Steam Trawler (20th Century),,,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT  ,http://canmore.org.uk/site/201708,
201713,NU08SW 8002,Captain: North Sea,Steam Trawler (20th Century),401000.0,682000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 01 82,http://canmore.org.uk/site/201713,
201773,NU25NW 8002,Tempo: North Sea,Steamship (20th Century),420214.0,655202.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 20214 55202,http://canmore.org.uk/site/201773,
201817,NU07SW 8008,Rosso: North Sea,Steamship (20th Century),403000.0,672000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 03 72,http://canmore.org.uk/site/201817,
221229,NT96NW 8103,Ceres: Pentland Firth,Craft (19th Century),392300.0,666100.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 923 661,http://canmore.org.uk/site/221229,
282150,NU07SW 8006,U-714: North Sea,Submarine (20th Century),403121.0,673363.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NU 03121 73363,http://canmore.org.uk/site/282150,
282842,NT96NW 8089,"Alexander: Coldingham Bay, Firth Of Forth",Schooner (19th Century),393900.0,666600.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 939 666,http://canmore.org.uk/site/282842,
327293,NT96NW 8107,Dexterous,Fishing Vessel (19th Century),394000.0,669000.0,"SCOTTISH BORDERS, THE",NOT APPLICABLE,"MARITIME - SCOTTISH BORDERS, THE",NT 94 69,http://canmore.org.uk/site/327293,
111716,NS37SE 8013,"Hermia: Garmoyle, River Clyde",Steamship (20th Century),237000,674000.0,RENFREWSHIRE,NOT APPLICABLE,MARITIME - RENFREWSHIRE,NS 37 74,http://canmore.org.uk/site/111716,
218299,NS56NW 8001,"Diana: Renfrew, River Clyde",Craft (19th Century),250000,668000.0,RENFREWSHIRE,NOT APPLICABLE,MARITIME - RENFREWSHIRE,NS 50 68,http://canmore.org.uk/site/218299,
101949,NB85NW 8001,Beacon Light (Possibly): North Minch,"Steam Tanker (20th Century), Tanker (20th Century)",181277.0,958106.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NB 81277 58106,http://canmore.org.uk/site/101949,
102390,NA45NE 8001,"Cresswell [possibly]: Harris, Atlantic",Steam Trawler,48520.0,959880.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NA 4852 5988,http://canmore.org.uk/site/102390,
102395,MK32NE 8001,"Ville De Hasselt: Outer Hebrides, Atlantic",Steamship (20th Century),,,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,MK  ,http://canmore.org.uk/site/102395,
102812,NF81SW 8004,"Rfa Birchoil: Rubha Mealabhaig, South Uist, Sea Of The Hebrides",Oiler (20th Century),83404.0,813123.0,WESTERN ISLES,INVERNESS-SHIRE,SOUTH UIST,NF 83404 13123,http://canmore.org.uk/site/102812,
102814,NF81SW 8001,"Politician (Stern Portion): Calvay Rock, Eriskay Sound, Sea Of The Hebrides",Steamship (20th Century),80811.0,813463.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NF 80811 13463,http://canmore.org.uk/site/102814,
102816,NB77SW 8002,Hylas: Atlantic,Steamship (20th Century),172368.0,972749.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NB 72368 72749,http://canmore.org.uk/site/102816,
102824,NB43SW 8002,"Arnish: Cala Ghlumaig, Lewis, North Minch",Steamship (20th Century),142642.0,930735.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NB 42642 30735,http://canmore.org.uk/site/102824,
102827,NB43SW 8005,"Alabama: Seid Rocks, Stornoway, Lewis, North Minch",Steamship (20th Century),142380.0,931550.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NB 4238 3155,http://canmore.org.uk/site/102827,
102841,NB42NE 8001,"Hms Lively: Chicken Rock, Stornoway, Lewis","Paddle Steamer (19th Century), Passenger Vessel (19th Century)",149697.0,928800.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NB 49697 28800,http://canmore.org.uk/site/102841,
102847,NB43SW 8017,"Italia: Arnish Point, Stornoway, Lewis, North Minch","Obstruction (Period Unassigned), Steamship (20th Century)",143482.0,931096.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NB 43482 31096,http://canmore.org.uk/site/102847,
102854,NB47SE 8001,Thomas Stratten: Atlantic,"Requisitioned Steam Trawler (20th Century), Steam Trawler (20th Century)",145027.0,970720.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NB 45027 70720,http://canmore.org.uk/site/102854,
102857,NB75NE 8001,Parnu: North Minch,Steamship (20th Century),177418.0,958230.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NB 77418 58230,http://canmore.org.uk/site/102857,
102859,NB87NW 8001,Hylas (Possibly): North Minch,Steamship (20th Century),180808.0,979487.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NB 80808 79487,http://canmore.org.uk/site/102859,
102866,NF80NW 8001,"Politician (Bow Portion) (Possibly): Eriskay, Sea Of The Hebrides",Steamship (20th Century)(Possible),80346.0,809633.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NF 80346 09633,http://canmore.org.uk/site/102866,
102867,NF81SW 8002,"Thala: Thairteamul, Sea Of The Hebrides",Steamship (20th Century),83291.0,811207.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NF 83291 11207,http://canmore.org.uk/site/102867,
102872,NG08NW 8001,"Hmt Brora: An T-ob, Harris, North Minch","Requisitioned Steam Trawler (20th Century), Steam Trawler (20th Century)",100697.0,886782.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NG 00697 86782,http://canmore.org.uk/site/102872,
102874,NG08SW 8003,"Brigadier: Duncan Rock, Loch Roghadail, Sound Of Harris",Paddle Steamer (19th Century),104521.0,882376.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NG 04521 82376,http://canmore.org.uk/site/102874,
102879,NL55NW 8001,U-484: Atlantic,Submarine (20th Century),52480.0,757170.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NL 5248 5717,http://canmore.org.uk/site/102879,
102881,NL69NW 8001,"Annie Jane: Bagh Siar, Vatersay, Atlantic","Brig (19th Century), Sailing Vessel (By Form/type) (19th Century)",60677.0,798186.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NL 60677 98186,http://canmore.org.uk/site/102881,
102884,NL69NE 8003,"Amplify [possibly]: Sgeir A' Scape, Castlebay, Barra, Atlantic","Obstruction (Period Unassigned), Requisitioned Steam Trawler (20th Century), Steam Trawler (20th Century)",68310.0,796418.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NL 68310 96418,http://canmore.org.uk/site/102884,
103041,NF81NW 8015,"Labrador: Mackenzie's Rock, Skerryvore, Atlantic",Steamship (19th Century),83789.0,817254.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NF 83789 17254,http://canmore.org.uk/site/103041,
103044,NL79NW 8001,"R J Cullen: Leinis, Barra, Sea Of The Hebrides",Steamship (20th Century),70631.0,798099.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NL 70631 98099,http://canmore.org.uk/site/103044,
115966,NB53SE 8001,"Golfer: Bagh Sheisiader, Lewis, North Minch",Steamship (20th Century),155600.0,934200.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NB 556 342,http://canmore.org.uk/site/115966,
119361,NG01NW 8001,U-722: Sea Of The Hebrides,Submarine (20th Century),102000.0,817000.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NG 02 17,http://canmore.org.uk/site/119361,
124114,NG19SE 8001,"Sevilla: Rubha Bhocaig, South Harris, Little Minch",Steamship (19th Century),118900.0,891700.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NG 189 917,http://canmore.org.uk/site/124114,
148649,NG29SW 8004,"Boston Heron: Stilamair, Scalpay, East Loch Tarbert, Harris",Steam Trawler (20th Century),121900.0,894240.0,WESTERN ISLES,NOT APPLICABLE,MARITIME - WESTERN ISLES,NG 2190 9424,http://canmore.org.uk/site/148649,
